Kundennummer,Kundenname,Kundenalter,Jahreseinkommen,Kreditsumme,Kreditwuerdig
6bfba707-29a4-4c3b-8c6f-575a688a9a8f,Jersch,52.09,97547.63,175082.31,false
c7574c73-2e9f-4060-bdc9-81c2f2064d34,Kennifeck,96.78,43607.06,154354.97,true
d4c30cc2-d8b8-466a-9e08-a6b0476e59f0,Longstreet,71.89,84972.33,84418.10,true
056cdb25-3988-4be0-ad50-71df2cd03531,Giuroni,74.04,94873.90,79019.17,true
a5b588b2-b702-4850-978e-0c0d2e975db1,Binder,21.50,50437.01,228431.59,false
8c9d068c-ea39-41b8-a494-56a3addf6af6,Browett,76.58,96185.38,129429.70,true
4469d42d-b743-44b7-9874-9fd264f0770f,Pharaoh,23.26,51452.90,342415.80,true
1f296836-a9d8-4056-a14d-8eff4f8e12cb,Bebb,82.06,65456.89,124637.30,true
8abd4f08-1ebb-42fe-a012-c9582e0034a5,Whitman,74.32,70363.80,255458.69,false
26cd6dc0-1d80-45e7-8c49-b236574a1124,Hambatch,26.93,94264.95,365891.88,true
ae27ed3c-947a-4f84-8f57-b20e23f9d7b3,Nevett,21.78,70365.10,214807.56,false
005d0fdd-4823-44e7-80d7-15378bb28b14,Gowanlock,41.77,63633.06,285523.94,false
dbf5e289-7557-4ba2-a66c-3f79e000fb5d,Cawdell,99.23,99083.83,254713.64,false
8eb6eb3a-cdb3-4ae8-b900-96429ba3e5b4,Sussams,20.22,77537.03,125472.38,true
3f629853-c5c7-4824-b9a1-ee5ca63f1398,Coxen,60.25,75748.47,227582.82,true
31ead992-4eae-4dd6-b6e6-174b33934978,Grote,33.47,70230.58,433430.58,true
777ae54d-ea91-4f0e-92ce-b6b2459d4825,MacCole,83.89,37532.85,435802.43,true
b2e2b86c-ff7d-4127-b073-6356b23e07b4,Mariolle,80.15,58793.57,409576.24,true
a10a8f87-637f-4f23-ae75-712888718b3c,Spikeings,81.18,79533.35,60694.76,true
429edbf3-7dab-4816-9dfd-9f14df202e55,Reynard,80.33,99841.91,189835.24,true
ffb312b8-7e41-47df-986c-9122e16a9a97,Dumbare,57.90,98199.76,236580.92,false
e062ef8f-bfac-4a27-8885-c7748a8fc11c,Badam,83.02,93559.82,354895.77,false
fc6dce09-0c7e-48e9-b439-f7c56444a72c,Peeter,60.86,31299.69,77296.33,true
fad2f400-227a-47d7-a201-a010ab09dc93,Pendre,87.71,70180.34,269100.50,true
aea92ad3-d524-482a-95c2-856bc15f7ddb,Vankeev,72.25,90287.71,142438.10,false
34ee41e3-4ce7-4934-9d2f-43b84294b8d7,Rieflin,75.03,92818.20,417715.40,true
ae5654fc-47d4-44cb-a69d-85cbdfa812c1,Unwin,99.28,95696.44,269245.58,false
e4bf9e77-703e-4682-b1b3-2ffe9cee4fdf,Erlam,54.34,87926.05,444577.89,true
4f7acab6-cb8d-4e3f-929e-7000aed83699,Bernetti,55.07,37772.31,301998.35,true
70c4de34-a367-4d86-8349-aad74d380c3f,Challin,96.42,76783.84,387399.89,false
7d90ae4d-6f15-4acd-9595-05f79fcdb042,Heffron,40.63,57364.72,330039.02,true
f2b4fdb0-57d5-4357-863a-865466fb26d1,Pickless,76.30,33104.89,103272.59,false
511ca07e-0ef0-413a-a6c7-7b3b521f6643,Kattenhorn,29.82,91158.91,186731.08,false
9f957e1d-f916-4de4-aa7d-c6dc37490655,Hutchinges,91.48,55708.97,220313.06,false
6b7fa8c2-e678-496a-8c4f-92d16411f422,Bartalucci,33.71,53989.57,386028.47,true
c7981c3d-c421-47cd-96db-df652fc8f199,Atmore,75.14,60587.25,392553.25,true
b8304164-868a-4e44-8340-15d572f03e84,Elkin,22.10,89094.50,128187.05,false
2c516011-22d0-469a-a834-a071d76058f1,Feavearyear,21.85,49840.85,208921.15,false
a72b6206-17de-4501-ba38-892365cf6964,Thirsk,33.52,68448.11,382920.59,true
69c6f934-3997-4723-a506-83f5a5dc4f52,Huggill,71.36,85629.04,312651.09,true
ee458ecf-3cf4-46fe-8427-13e60efbb576,Cunliffe,94.30,89148.96,350851.53,true
ec051ada-076b-4aed-9d4f-ff146e15cfc1,Pudan,32.63,40088.03,371871.17,true
3c7f1853-1801-414e-9d36-e20ffc05db39,Rigeby,53.06,79844.18,151331.70,false
a3a7d8a7-6e40-4aef-85fa-dc9426afd981,Bolzmann,20.58,73042.61,303153.58,true
efad69e2-a266-4547-94bc-ddb37059bf73,Roblin,29.03,95458.87,315103.68,false
d6f34824-fd78-446b-ab6f-64cea5ef861c,Deveraux,65.92,55327.44,445087.20,false
115eee9e-e93b-4594-8526-546dc7951998,Hiddersley,33.98,62253.54,108403.92,false
55945e56-582c-4adb-a55b-b07584ef4cc2,Childs,58.77,62286.66,354805.31,true
d79335bc-b5b9-4605-9c43-9c66a6ef4f22,Patriskson,52.83,62084.07,360329.61,false
308b4c8b-bb79-48b7-8749-166fe48d6e32,Hancill,93.19,68336.76,176296.94,true
1ccd89c8-1f46-46ea-a9a9-b65e24904b5a,Spyby,71.98,86106.82,247165.34,true
34b455e9-04ab-465f-84b0-ce12f2cc0a20,Bodimeade,85.03,70819.64,244850.15,true
e80ed099-b5a6-4261-98eb-593af1260de3,Waistell,35.37,99630.17,263656.97,true
929620fc-6155-46da-97ac-e28278a73fbb,Pritchard,34.72,42855.27,414125.99,true
8a92c0e5-d530-4a5d-95c6-b426b54a79ab,Halfhide,42.48,58591.08,353380.99,false
8b7753b9-d4fe-433c-ad74-a7a8b7cae4da,Hymer,62.68,74244.44,318603.27,false
9cbba846-b212-471d-b2b7-caa74667aa9a,Sylvaine,18.83,59101.35,118222.50,false
1a383650-66e2-47cc-88d1-7c1bfb84110f,Kilrow,40.68,90778.33,413891.73,false
823a0236-c1a5-4816-a67a-725da6116d50,de Zamora,50.70,82500.24,127266.93,true
b3b6167d-8a32-477d-8eaf-40b26c2e77a8,Fewster,70.84,89733.66,360488.09,false
4ef63371-df17-4cbc-a694-83aa8d43bc87,Peller,56.30,44716.64,81508.46,true
dfbcf998-a6ea-4e29-9db5-5c076e9d95a1,Iowarch,79.82,80495.60,425943.48,true
5dfc0daa-c794-453e-a77b-016ac5d8604d,McCurtain,41.29,42185.12,297266.30,true
50fff1fc-4f2d-4261-884d-9edde68348b1,Battrum,22.14,98690.47,396278.29,false
0fb3f749-36af-47f6-999c-6ceeecfbe830,Danaher,48.16,92781.27,180577.02,true
5da5f973-f3c9-4a99-949e-237e4e07fc68,Vanyashin,60.93,98742.28,62333.18,true
bb489c72-c1ce-486e-bf92-35b885c8d89d,Cathro,67.19,59981.85,232067.42,true
397b8aa3-e20f-4b69-b818-c44d74133919,Gammel,23.23,38569.02,88896.28,false
861451b0-a4a2-4280-b7bd-a96a1e6c1eef,Jacqueme,61.83,34200.64,420516.51,true
38ad79e0-91b8-46c0-9fd1-17513da51d8a,Gairdner,49.14,64985.64,444403.00,true
589a0caa-d791-4f66-a15f-653bf10b9882,Climo,58.68,55125.08,94410.61,true
22307fd0-3e4c-4004-b174-3dbdad8cbf4a,Langridge,26.76,82633.38,103076.33,true
b4f9c5db-3f83-48d6-8035-a09f078a6916,Grasser,50.32,50949.64,116530.87,true
9dd4e3b4-4880-43b2-ba78-0d5dbbdaf6c0,Basant,52.43,57611.85,388062.92,true
1236109e-de3a-4cb9-b4ae-3dff1972f287,Portress,56.88,66857.60,431183.11,true
be53255d-6f60-4c03-929e-8a0d91c35be8,Baurerich,72.02,61853.16,193225.06,false
575f7ebf-e530-4623-821b-6b9cb541974c,Josefsson,93.85,99050.36,332637.22,false
e2987355-4098-4011-b223-3e45d16a1bcc,Shew,74.81,68940.58,255596.07,false
617452cf-5d17-499a-8d09-ba3f9299678d,Inman,36.13,41206.76,117958.87,true
9d3f5ba8-903c-46bb-a51a-dc65bce5766c,Durrance,53.85,37341.47,439263.07,false
6818d91e-7160-4732-88d6-46c1b29e2b7d,Redgrove,44.65,50407.98,430294.43,true
31e18da5-3eab-4025-b0b3-5bb3b06dfc76,Lindner,75.24,86350.48,292467.05,false
53820776-15a9-44c3-a514-1a09bc79d22c,Varian,23.52,72152.82,357252.68,false
fea995de-b9cc-400b-9239-e0b913bb93d8,Ballinghall,68.57,78125.04,221519.67,false
b2309258-57bf-4e1e-88d0-ad8b0eceb918,Skells,89.84,98951.43,448258.09,true
3d1ecd90-e305-43ef-a422-97cfc5d62390,Cram,41.11,40872.03,132976.08,true
93c34746-a65a-44e3-9d7c-750d6ef30683,MacFadden,20.52,61863.21,444658.25,true
a73ae74c-979e-4f51-9e41-f802fc0f4155,Geach,53.57,73831.32,245710.33,true
6581c8c0-8df9-465b-9991-3ba58da74120,Ruprich,65.97,92905.88,363772.24,false
9c1adbc5-5227-4b29-baf9-6835b92ace55,Brehaut,43.32,68067.51,290844.72,false
65ff8e0b-1da1-4c92-afd1-c30857e3197a,Ingledew,18.30,40479.89,414566.36,true
579705bf-718d-41af-a6c3-d81bf9f63168,Dyde,18.59,65969.14,65783.06,false
b322547c-ecef-4665-83df-a1f7de61ce8d,Bigley,75.26,72441.92,328685.93,false
2fa7cae3-d16b-4746-8017-d9ce9078d0f0,Middlemiss,56.77,70890.53,383240.10,false
6d2f290b-3cbf-457b-8286-7eabc245a2d2,Willetts,27.46,89032.17,298071.40,true
165e61d2-02d2-4778-ac5a-73d911e42912,Newens,25.70,70966.68,67634.02,true
10fc626e-6782-48e3-87a7-78dc78c2f571,Aguirre,64.52,83027.51,432473.26,true
1337cd4a-5d0f-4a6a-98a8-219b421b8a25,Baradel,90.12,36638.34,410938.14,true
fd13d6c9-cb7c-4b78-a67a-a62c18dda5f5,Kobus,54.43,41804.31,102588.94,true
4de1475d-1db3-4f62-be24-c977ee79f5a3,Pennicott,63.12,84376.31,344586.31,true
72c88326-0f34-4127-a533-59a035dab0a3,Staries,19.74,59386.04,266749.56,false
224eebf9-faf0-4d29-8de2-2c924d82db73,Coda,47.97,87526.91,335658.41,true
56d7fc4a-3b33-4ed9-a564-55ce40b42079,Gildroy,47.95,80873.84,261053.29,false
fe281d83-500e-44f8-9281-5a8c30418ae5,Anespie,34.20,68674.36,317526.70,false
6fdc152d-bc28-4a74-b579-1d69d8029c3d,Elsley,91.95,47343.72,213659.91,true
6787ce00-d9fc-4628-b4ba-bb5550f103d9,Davidman,51.35,73807.21,231181.07,true
41105605-40ef-4097-a384-fb9570ed9a9a,Sugars,47.12,30356.37,101739.73,true
a6dd8649-a687-45c2-9027-a3b10ee01949,Chalfain,31.96,80474.25,428992.49,false
335ad23e-3e47-4eaa-af6c-78c357a6924b,Clementson,75.35,81981.46,406621.63,true
3fdb76cc-b1e1-47c0-8ef2-efc0c3430f37,Lippingwell,84.96,68188.92,367529.47,true
5560f6e5-6dd6-4a2c-8fd5-ef0d5b2ad6c0,Abbay,25.65,37368.41,289767.92,true
a82e1745-fce1-41bd-a9c6-8a2a4f17ba70,Camings,97.11,41888.53,202930.96,false
25199c10-29d7-408a-87ad-70d6a49a91b5,Nequest,59.74,42528.65,109729.47,true
0104120b-1924-4439-861a-75a5afe42139,McComish,93.56,98912.17,119516.60,false
a0917fe4-39c0-4a82-8e4a-ceb60e42b111,O' Dooley,46.53,34747.99,121941.54,false
4bc7f01b-7b19-48ae-bcd7-3e2c4e818b78,Symonds,46.44,36791.51,298808.93,true
eb382668-f498-47d7-add8-55aa5f5b7594,Aberdein,56.49,76953.62,249628.36,true
714ffb97-3f46-4e9d-9f52-3ee047d1bdf0,Lipman,25.78,39814.36,150424.56,false
1a54f484-ab38-454a-9305-f702336d8de3,McCraine,91.36,86604.61,306022.13,true
d1d1c761-9cfc-44b0-b6ea-dd649c8eb674,Markl,75.37,76663.89,85992.25,true
375ee532-2d07-4a4c-891d-263ddf495d35,Vail,51.94,92906.64,258311.94,false
afb4e82e-d418-4a91-af3e-43aae3e3055f,Favey,32.61,40801.41,389779.83,false
f1c33487-4d8d-4b4e-9431-70da6b1b47de,Leyes,70.32,98932.25,283028.68,true
445714ea-cba9-45e1-85f2-da20731586ae,Praundlin,75.25,39473.43,438546.72,false
17742504-599e-413b-b7b5-a9a36a6f8c09,Whooley,61.96,95003.14,344211.97,false
4657f822-1eb4-4b1e-a938-875b32df356b,Saltrese,49.70,74786.73,238568.34,true
8da10ba7-8e07-4edc-8bf1-f7a7e84afa4d,Wooster,33.72,35454.55,391635.83,true
2c26c4ca-e238-4af8-87d8-92b1b811340b,Desborough,72.71,83528.63,309597.61,false
cc35e643-7307-4433-96ea-ba4f46ef05ce,Bridgeland,37.04,83813.89,412405.33,false
81360ca9-d912-4bd9-bed6-956ff704d148,Pretsell,32.45,82513.44,384898.09,false
cb96c780-a758-45a5-b363-93db281cfe28,Seden,23.68,66721.24,82139.29,true
a5e46baa-4164-4ff7-8c07-9e5f8db1337a,Barrabeale,64.84,69180.22,260305.15,false
642e113f-3dbe-4d20-8e12-120b47e75fec,Buckett,67.62,71222.14,149474.55,false
d96b1170-3f0b-4ce2-a97a-bd8ba519f52d,Cornier,31.05,88739.33,191876.32,false
9b87c11e-5bc8-4ac8-83e4-bb1c6ad2955a,Clayfield,51.16,32166.14,309704.41,false
b43583f2-8555-47b2-9c31-d1901dce85db,Kos,35.96,31011.37,386655.43,false
6aed672e-703d-47eb-8615-93d4fd3f39f3,Stranahan,52.96,95104.63,258498.89,false
